id_archivo;tipo;fecha;codigo_participante;duracion_segundos;codec;tamano_bytes;sha256;contenedor;ruta_en_contenedor;estado_archivo;estado_hash;ruta_detectada_relativa;repositorio;url_release
2026-07-28_TrabajadorAgricola_ENTR-05_Consentimiento_orig.jpg;consentimiento;2026-07-28;ENTR-05;NO_APLICA;jpeg;374245;42bb9116f650a57987963a667e244c9cc55204b2ee6fd9d46c66f32fe02d6c4f;evidencias_entrevistas_consentimientos_01.7z;consentimientos_firmados/2026-07-28_TrabajadorAgricola_ENTR-05_Consentimiento_orig.jpg;RUTA;OK;consentimientos_firmados/2026-07-28_TrabajadorAgricola_ENTR-05_Consentimiento_orig.jpg;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_consentimientos_01.7z
2026-07-28_TrabajadorAgricola_ENTR-06_Consentimiento_orig.jpg;consentimiento;2026-07-28;ENTR-06;NO_APLICA;jpeg;358393;85f30b5704a5770996e597394581a0428f0d20b9a17c750fd8cad944996a8cad;evidencias_entrevistas_consentimientos_01.7z;consentimientos_firmados/2026-07-28_TrabajadorAgricola_ENTR-06_Consentimiento_orig.jpg;RUTA;OK;consentimientos_firmados/2026-07-28_TrabajadorAgricola_ENTR-06_Consentimiento_orig.jpg;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_consentimientos_01.7z
P01_video_01.mp4;video;2026-05-23;ENTR-01;1089.767;h264+aac;1260363692;68c627b0b57479c928091722e0393388b18f2e415a6b7f4022fd92572de5f7ec;evidencias_entrevistas_videos_01.7z;videos/Entrevista_01/P01_video_01.mp4;NOMBRE;OK;Entrevista_01/P01_video_01.mp4;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_01.7z
P02_video_01.mp4;video;2026-05-23;ENTR-02;1769.800;h264+aac;2043655599;af40e51e3e7599fad314f9d0aa7d583d480996e651184dba4aaf568ffb18e5db;evidencias_entrevistas_videos_01.7z;videos/Entrevista_02/P02_video_01.mp4;NOMBRE;OK;Entrevista_02/P02_video_01.mp4;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_01.7z
Parte1_Introduccion_a_la_polinizacion_en_palma_africana.mp4;video;2026-05-23;ENTR-03;20.700;h264+aac;24305563;99dfe8a0bf660a204ea9eb1a52166fc27964a122589cc53a4caf97af558652bc;evidencias_entrevistas_videos_02.7z;videos/Entrevista_03/Parte1_Introduccion_a_la_polinizacion_en_palma_africana.mp4;RUTA;OK;videos/Entrevista_03/Parte1_Introduccion_a_la_polinizacion_en_palma_africana.mp4;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_02.7z
Parte2_Tecnica_y_ejecucion.mp4;video;2026-05-23;ENTR-03;27.333;h264+aac;31937591;6757176592eb7f4ff70eed4c9dffa23cc680a68d844fbb3b849fd24994ba37e8;evidencias_entrevistas_videos_02.7z;videos/Entrevista_03/Parte2_Tecnica_y_ejecucion.mp4;RUTA;OK;videos/Entrevista_03/Parte2_Tecnica_y_ejecucion.mp4;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_02.7z
Parte3_Identificacion_del_momento_optimo.mp4;video;2026-05-23;ENTR-03;22.167;h264+aac;26156932;79de4cc563d40182126734c78d77bc3fc17e93922770c294d5a2252467a540de;evidencias_entrevistas_videos_02.7z;videos/Entrevista_03/Parte3_Identificacion_del_momento_optimo.mp4;RUTA;OK;videos/Entrevista_03/Parte3_Identificacion_del_momento_optimo.mp4;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_02.7z
Parte4_Desafíos_laborales_y_calidad.mp4;video;2026-05-23;ENTR-03;22.766667;h264+aac;26584410;ea45f47fb09199073a57dc140388a85266636290b22161098eb1eaedd3e7c2f5;evidencias_entrevistas_videos_02.7z;videos/Entrevista_03/Parte4_Desafíos_laborales_y_calidad.mp4;ENCONTRADO_MANUAL;NO_VERIFICADO;videos/Entrevista_03/Parte4_Desafíos_laborales_y_calidad.mp4;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_02.7z
Parte5_Verificacion_y_clima.mp4;video;2026-05-23;ENTR-03;34.133;h264+aac;39671505;53715f976eb4c866b26747ddab3c88458ca614fdd0c1bae77cde6fb6a1942a7e;evidencias_entrevistas_videos_02.7z;videos/Entrevista_03/Parte5_Verificacion_y_clima.mp4;RUTA;OK;videos/Entrevista_03/Parte5_Verificacion_y_clima.mp4;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_02.7z
Parte6_Innovacion_y_control.mp4;video;2026-05-23;ENTR-03;43.900;h264+aac;51478946;d0aacd5ad47eb16abb1b80f2c7abaa6cd189a5479335ae3205e2d6dffad0d672;evidencias_entrevistas_videos_02.7z;videos/Entrevista_03/Parte6_Innovacion_y_control.mp4;RUTA;OK;videos/Entrevista_03/Parte6_Innovacion_y_control.mp4;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_02.7z
Proceso_de_polinizacion_antes_de_entrevista.mp4;video;2026-05-23;ENTR-03;83.400;h264+aac;97164824;ce618394419e9d0737b89371bdd2828ac643060408526a9c14cba5aea865033e;evidencias_entrevistas_videos_02.7z;videos/Entrevista_03/Proceso_de_polinizacion_antes_de_entrevista.mp4;RUTA;OK;videos/Entrevista_03/Proceso_de_polinizacion_antes_de_entrevista.mp4;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_02.7z
P04_video_01.MOV;video;2026-07-28;ENTR-04;804.065;hevc+aac;951445486;89612cbf6e187f31bcbbb50b779d5fb74c9ba2069637b22e89ebb2f1272d49ba;evidencias_entrevistas_videos_02.7z;videos/Entrevista_04/P04_video_01.MOV;RUTA;OK;videos/Entrevista_04/P04_video_01.MOV;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_02.7z
P05_video_01.MOV;video;2026-07-28;ENTR-05;318.543;hevc+aac;361145300;bdaf0826a99340a632606e2919388a55eb1feed4d5e768d0fa78abcd8bbbcdff;evidencias_entrevistas_videos_03.7z;videos/Entrevista_05/P05_video_01.MOV;NOMBRE;OK;videos 2/Entrevista_05/P05_video_01.MOV;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_03.7z
P06_video_01.MOV;video;2026-07-28;ENTR-06;154.032;hevc+aac;173483456;0fcb2838d470749518443f6edf4d6c701d4bf3d9ddf8e608846da390f993de8a;evidencias_entrevistas_videos_03.7z;videos/Entrevista_06/P06_video_01.MOV;NOMBRE;OK;videos 2/Entrevista_06/P06_video_01.MOV;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_03.7z
P07_video_01.MOV;video;2026-08-02;ENTR-07;415.828;hevc+aac;478729790;cb0243cef6a8f74cc83cc470d79b2e2ed18068c4f85009de0283172fb9538c39;evidencias_entrevistas_videos_04.7z;videos/Entrevista_07/P07_video_01.MOV;NOMBRE;OK;videos 2/Entrevista_07/P07_video_01.MOV;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_04.7z
P08_video_01.MOV;video;2026-07-28;ENTR-08;559.550;hevc+aac;633341872;7b8b59080c0435cd54d7c8e0f8c4dfd87df68d788a482911ccf57a047cb68059;evidencias_entrevistas_videos_04.7z;videos/Entrevista_08/P08_video_01.MOV;NOMBRE;OK;videos 2/Entrevista_08/P08_video_01.MOV;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias;https://github.com/erizzov-boop/SIMPA_ISR401_Evidencias/releases/download/v1.0-evidencias/evidencias_entrevistas_videos_04.7z
